,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
16104,es_0259803,product_es_0305271,reviewer_es_0236974,1,He pedido este producto hace más de 3 meses. Nunca me llegó pero me lo cobraron. Lo reclame pero nada.,No me han enviado el producto,es,apparel
149105,es_0772456,product_es_0818529,reviewer_es_0623444,4,Calidad previo. Buen tejido y acabado,Bonita,es,apparel
149387,es_0659258,product_es_0925393,reviewer_es_0469483,4,"Muy recomendable, diseño muy original. Tal como se describe. Compré la talla 18 meses para un niño de 12 meses y le esta bien.Buena relación calidad precio.",Buena relación calidad precio,es,apparel
171123,es_0296271,product_es_0758200,reviewer_es_0670499,5,"Tenia ganas de una gorra con este formato y esta ha resultado ser un acierto. Buena confección, con ajuste de contorno, tejido ligero y transpirable, lo que la hace ideal para el verano. Buena relación calidad/precio. Respecto de la entrega, perfecto en tiempo y forma. Recomendable.","Cómoda, ligera y fresca, un todo en uno",es,apparel
141170,es_0392011,product_es_0542177,reviewer_es_0981256,4,"A mi bebé de 4 meses Le encanta. No lo pondría solo de calcetin ya que son muy anchos y van grandes, los pongo encima del calcetín, como zapatito",Muy graciosos. Bastante anchos.,es,apparel
99458,es_0493780,product_es_0227793,reviewer_es_0323519,3,"Reducir, reduce poco. Para mi es un panty normal.",Panty normal,es,apparel
33510,es_0663712,product_es_0203302,reviewer_es_0430164,1,No se parece en nada a la foto,Su pudiera lo devolvería,es,apparel
97279,es_0436625,product_es_0757609,reviewer_es_0235034,3,"Comodidad en su colocación y realizan bien su función, pero parecen algo endebles.",Apropiadas,es,apparel
171325,es_0464750,product_es_0095004,reviewer_es_0994823,5,Muy contenta con el producto lo compré para mi hijo es de buena calidad y la talla va bien,Bueno bonito barato,es,apparel
108465,es_0004739,product_es_0760035,reviewer_es_0150351,3,Te digo todo lo que necesito decirte en el asunto. Ahora vuelvo a escribir para cumplir con el recuento de palabras mínimo para dejar mi opinión. ¿Cuánto puedes decir?,"No espere Dior a este precio, pero es lo suficientemente agradable",es,apparel
42549,es_0577209,product_es_0490984,reviewer_es_0775976,2,"Los compré hace dos meses y, si bien quedan bien, la calidad deja muchísimo que desear. No dejaron de soltar bolas ni un sólo día. Apenas dos meses y ya se están rajando por la entrepierna, los he tirado a la basura. Por el precio más vale comprarse dos en el Primark o un sitio del estilo, verdaderamente decepcionado con este producto.",Decepcionado con su pésima calidad.,es,apparel
162171,es_0566378,product_es_0291720,reviewer_es_0114939,5,Muy buen tejido y con buena lavada.,Genial,es,apparel
3809,es_0172217,product_es_0588214,reviewer_es_0151607,1,Mala calidad y el tamaño es totalmente desproporcionado a la talla que he pedido!!!!! Es tres veces superior !!! No me ha gustado nada,Camiseta de mala calidad,es,apparel
187379,es_0982231,product_es_0953811,reviewer_es_0231146,5,"Muy buenos para los peques, las correas se ajustan y se fijan bien, mucho mejor de lo que compré (por un precio exorbitante comparado con estas) en el centro optico, y parecen ser de mejor calidad tambien.",Estupendos!,es,apparel
176989,es_0193042,product_es_0336611,reviewer_es_0355495,5,"El tejido y su adaptación son inmejorables, cumplen muy bien su objetivo, para estar en pie toda la jornada laboral.","Sin duda, volverè a comprarlos.",es,apparel
141118,es_0016483,product_es_0355083,reviewer_es_0422787,4,Ellas siempre disfrutaran,Para niños,es,apparel
51224,es_0728349,product_es_0088767,reviewer_es_0104699,2,"Calentitos , pero las costuras del trasero son horribles",Calentitos,es,apparel
34513,es_0065280,product_es_0610900,reviewer_es_0409376,1,Lamentable aun no he recibido el pedido...llevo esperandolo desde la fecha de entrega mas de 15 dias y nada de nada no lo recomiendo a nadie esto es un timo..,Fatal,es,apparel
94117,es_0563148,product_es_0457963,reviewer_es_0543798,3,Es muy grande y pedí una talla menos,Pedir una talla menos,es,apparel
196199,es_0894672,product_es_0034758,reviewer_es_0295227,5,Diseño muy original y divertido que había visto en la serie. La camiseta es de muy buena calidad y su tamaño se ajusta perfectamente al estándar,Oscar,es,apparel
43688,es_0327465,product_es_0916574,reviewer_es_0502398,2,"Son de licra, muy incómodos en verano",No gustan,es,apparel
181240,es_0436749,product_es_0271388,reviewer_es_0517713,5,"Dos cinturones que cubren sobradamente mis expectativas. Fuertes y resistentes, muy prácticos. Una elección muy acertada",Muy buenos,es,apparel
70395,es_0941663,product_es_0057917,reviewer_es_0698926,2,"Se decolora con mucha facilidad. Por eso le doy dos estrellas. Un solo verano y ya no está muy presentable. Es cómoda y su diseño muy agradable. Por el precio, no puede pedirse más.",Se decolora con facilidad,es,apparel
158767,es_0607721,product_es_0596201,reviewer_es_0743028,4,"Se nota que su calidad no es muy buena y te clavas un poco el trozo de metal en la barriga, pero por lo menos era barato.",Buen precio,es,apparel
2937,es_0837945,product_es_0979722,reviewer_es_0942299,1,"He recibido una diadema en vez del jersey, como todos, creo. Yo he solicitado el reembolso al vendedor, y si no lo atienden, lo solicitaré a Amazon, así deberíamos hacer todos, aunque sea poco dinero, para que tengan un poco de control con los vendedores asiáticos",Llega una diadema infantil,es,apparel
74440,es_0463959,product_es_0087980,reviewer_es_0245524,2,La talla era pequeña,Devuelto,es,apparel
129278,es_0570416,product_es_0967889,reviewer_es_0388959,4,"Los pañuelos en si son buenos pero pequeños, agradable al tacto, buen genero en lo concerniente el producto, pero reducidos para el uso diario.",La calidad del producto.,es,apparel
52232,es_0518846,product_es_0314678,reviewer_es_0290395,2,No gustò. X q es muy delgada la tele.,Pantalon camuflaje,es,apparel
69437,es_0038293,product_es_0596201,reviewer_es_0100924,2,"Le pongo dos estrellas y no una porque en realidad no me han timado en nada, es exactamente lo que se anuncia, como en la descripción y en las fotos. Pero al usarlo me he dado cuenta de que la hebilla es demasiado grande, ancha y gruesa, y al menos en mi caso bastante incómoda, me hace daño y al ser de chapa metálica relativamente fina y basta creo podría llegar incluso a cortar la piel. No lo devuelvo porque considero que ha sido error mio comprarlo, pero no lo uso y acabaré tirándolo o regalándolo. Desde luego no lo recomiendo.","Incómodo, no lo recomiendo",es,apparel
107846,es_0268515,product_es_0603067,reviewer_es_0372952,3,"La estética está muy poco conseguida, solo los uso para botines y botas",Baratos pero feos,es,apparel
26148,es_0164926,product_es_0136421,reviewer_es_0632956,1,Mala calidad y n sujeta,No es lo esperado,es,apparel
156130,es_0811205,product_es_0515197,reviewer_es_0151125,4,"me gustan bastante y se vee bien los materiales parecen ser buenos asi como las lentes, la estoy usando mas de que mi otras gafas de sol rayban",a mi me caen muy bien,es,apparel
88256,es_0451794,product_es_0451398,reviewer_es_0804237,3,"Es de buena calidad, pero en mi caso pedí la color lavado negro y es negra negra",Buena calidad,es,apparel
148061,es_0921956,product_es_0823160,reviewer_es_0204452,4,"Cómodos y agradables, lo justo para el tema",El diseño,es,apparel
125798,es_0492204,product_es_0670577,reviewer_es_0953322,4,Precio calidad muy aceptable,Aceptable,es,apparel
39927,es_0010119,product_es_0044157,reviewer_es_0322635,1,"Estoy muy disgustada porque el producto es pequeño lo he dicho varias veces y nada de nada, así que no puedo aprovechar la compra y encima no me la cambian por otra mas grande.",Camiseta,es,apparel
142038,es_0807334,product_es_0277385,reviewer_es_0935599,4,"No es doble, únicamente es el triángulo que se ve, pero los bordados son bonitos y bien hechos y queda muy bonito. Por el precio que tiene esta bastante bien.",María,es,apparel
74366,es_0466411,product_es_0972818,reviewer_es_0612808,2,"si tienes mucho pecho, se te despegan.",se despegan,es,apparel
138210,es_0407694,product_es_0841107,reviewer_es_0028882,4,"Hacen sudar un poco, no por lo calientes sino por el material que no traspira o absorbe cm el algodón",Buena relación calidad/precio,es,apparel
125466,es_0391711,product_es_0226387,reviewer_es_0552703,4,"Hola, Están bien pero el pack son 2 pares negros, 2 pares blancos y 1 par verdes. No hay naranjas.",Estan bien,es,apparel
188789,es_0324580,product_es_0031289,reviewer_es_0298763,5,"Son de color rojo muy intenso y bonito, llego súper rápido.",Bonitos,es,apparel
119450,es_0082370,product_es_0812803,reviewer_es_0252659,3,"Son cómodos al no tener costuras ni corchetes pero son algo flojos, con el uso no creo que tarden en darse de sí. Para un busto medianamente grande no lo recomendaría como sujetador de uso diario y en absoluto para deportes que impliquen correr o saltar (para yoga o pilates bien). En mi caso lo quería para casa y dormir, así que me pueden valer.",Cómodos pero poca sujeción,es,apparel
118602,es_0811843,product_es_0736844,reviewer_es_0358395,3,"ERA PARA MI HIJO , LE HA GUSTADO CUMPLE CON SU FUNCION, EL COLOR NO ES COMO EL DE LA FOTO PERO BUENO A EL LE GUSTA , Y LE QUEDA BIEN , ES COMODO Y ABRIGA",GORRO FORRADO,es,apparel
80624,es_0984518,product_es_0263268,reviewer_es_0495803,3,Bien si no tienes prisa en la entrega.,Aceptable,es,apparel
24066,es_0297451,product_es_0043941,reviewer_es_0710283,1,Las diademas no llevan ningún tipo de relieve por dentro y se escurren en el pelo de las niñas. Tanto la de 3 años como la de 5,Encarna,es,apparel
87531,es_0705886,product_es_0081554,reviewer_es_0901697,3,"Son muy graciosos, me encantan!! No le pongo más puntuación porque son un poco finos.","Son muy graciosos, me encantan",es,apparel
20649,es_0308231,product_es_0670546,reviewer_es_0303337,1,Lo primero q no tiene nada q ver los de la foto con los q me han mandado y segundo q vienen distintas tallas... No me ha gustado nada. Gracias,Pedido nefasto,es,apparel
21132,es_0489405,product_es_0810245,reviewer_es_0468078,1,Es muy fino parece una camiseta,Demasiado fino,es,apparel
134997,es_0192278,product_es_0920118,reviewer_es_0860643,4,"Desde luego la talla se queda pequeña. Este lo compre de regalo para una niña de 6 años (se supone que es la talla) y al final se lo ha quedado mi hija de 4 y le queda perfecto, dudo que llegue al año que viene.. Así que si lo compras, pide una talla por encima sin ningún miedo. El pijama al desempaquetarlo huele un pelin mal, a almacén, pero no excesivamente, con un lavado listos. Bastante fino, para mi hija calurosa que se destapa pues bien, pq así no se destapa, para normalmente seria para primavera. Por supuesto la niña encantada con su pijama de lady bug",Pijama de entretiempo,es,apparel
52027,es_0921527,product_es_0133856,reviewer_es_0529769,2,"El diseño es tal cual se ve en la foto, pero para mi gusto la piel es de muy baja calidad",Piel de baja calidad,es,apparel
85859,es_0977408,product_es_0928472,reviewer_es_0114902,3,"La tela parece el típico tejido de un disfraz barato de carnaval y la cremallera no es demasiado buena. El color real de las flores no es tan vivo cómo se ve en las fotos. No obstante, da el pego y queda bien. No es para abrigarse, sino para llevar una manguita larga cuando refresca.","Se ve correcto, pero es bastante justito de calidades.",es,apparel
47800,es_0309590,product_es_0997666,reviewer_es_0188768,2,El material para su precio está un poco justo pero al probarmelas me quedaron muy grandes la Verdad esperaba mucho más por su valoración,Mas mal que bien,es,apparel
96674,es_0739013,product_es_0496044,reviewer_es_0149808,3,El precio es correcto por la calidad que tiene la camisa. El tallaje es el correcto pero deja mucho que desear la calidad del tejido. Es una camisa lowcost.,Está bien pero no es de muy buena calidad,es,apparel
199723,es_0878794,product_es_0302045,reviewer_es_0769992,5,"Preciosa, todo el mundo se quedo alucinado con la corbata. Tanto con el color y el estampado. Tela de gran calidad. Una compra con la que estoy satisfecho completamente.",Preciosa,es,apparel
47839,es_0155469,product_es_0101416,reviewer_es_0878329,2,"Es muy bonito,pero la parte de arriba es muy pequeña.",Pequeño.,es,apparel
138316,es_0315102,product_es_0344951,reviewer_es_0012008,4,Llegó a tiempo y perfecto. Queda genial!,Regalo,es,apparel
109328,es_0550986,product_es_0984672,reviewer_es_0175585,3,"Es el producto que quería, a un precio mejor que en la calle y me lo sirvieron correctamente y de forma rápida. Es justo lo que pretendía.","El producto está bien, es lo que me esperaba",es,apparel
124820,es_0356185,product_es_0202596,reviewer_es_0504613,4,Buena relación calidad precio 👍,buena compra,es,apparel
135995,es_0925327,product_es_0819204,reviewer_es_0953063,4,El algodon es de una calidad razonable para el precio y la imagen está bien.,Perfecto,es,apparel
163920,es_0917756,product_es_0977848,reviewer_es_0915321,5,Guantes cálidos y adaptables. Muy calentitos para estos fríos!,Cumple su función,es,apparel
48402,es_0978464,product_es_0659589,reviewer_es_0117714,2,No hay mucho q decir de una pegatina.. Lo único q llegó muy rápido!!,Bonito!,es,apparel
145663,es_0472635,product_es_0203877,reviewer_es_0574578,4,"Simplemente me ha gustado mucho, me queda fenomenal!",Me encanta!,es,apparel
131051,es_0279965,product_es_0298883,reviewer_es_0511314,4,"la calidad/precio es buena, el patrón es mejorable y la imagen está bien impresa. Es una buena compra por el precio que Tiene",Correcto,es,apparel
46079,es_0280701,product_es_0812766,reviewer_es_0600360,2,aprieta aunque parezca mentira por abajo del pecho y yo pensaba que no.,no me queda bien,es,apparel
89272,es_0884927,product_es_0488770,reviewer_es_0402733,3,"El disfraz era adecuado y muy cómodo. Las tallas son grandes, una amiga que eligió la talla L entraba en un disfraz talla S. Las caretas estaban muy bien, si bien es cierto que 4 eran de un color más pálido que el resto. Sobre el envio de los mismos fue una vergüenza. Compré 14 disfraces para mi y mis amigos, pero nos los enviaron en diferentes paquetes - entiendo que hagan esto último pero que no los envíen con márgenes de 2 semanas - por consecuencia no todos los disfraces llegaron a tiempo, y eso que solicité a la empresa que se diera prisa.",Disfraces hermosos pero un modo ineficiente de enviarlos,es,apparel
32989,es_0784652,product_es_0671223,reviewer_es_0669999,1,"No recomiendo comprarla, calidad terrible y las pegatinas de los brazos despinta como si fuese tiza, por mi parte no volveré a comprar a esta marca",Terrible,es,apparel
28188,es_0094792,product_es_0407275,reviewer_es_0974081,1,Es orible muy mala calidad,Mala calidad,es,apparel
12385,es_0816820,product_es_0323551,reviewer_es_0865508,1,Es grande y se hace mas y más grande cada día,Talla muy grande,es,apparel
101959,es_0204235,product_es_0432558,reviewer_es_0019138,3,Pedí mi talla pero me queda un poco grande. Es bastante más largo por detrás. Por debajo te puedes poner la camiseta que viene u otra.,Jersey granate,es,apparel
162158,es_0951930,product_es_0366607,reviewer_es_0474932,5,"Soy 1,86 m de altura, no gordo y la talla L es perfecto.",Talla es correcta,es,apparel
135662,es_0273666,product_es_0809280,reviewer_es_0190232,4,Calcetines muy divertidos!ideal para regalo,Ideal para regalo,es,apparel
11386,es_0164873,product_es_0835559,reviewer_es_0373644,1,La foto está muy lejos de la realidad; es muy sencilla y el color nada que ver con el de la foto; la voy a devolver,Muy rea,es,apparel
158660,es_0542160,product_es_0322158,reviewer_es_0563526,4,La talla S me queda perfecta. Se ajusta muy bien al cuerpo y es muy calentito. Tiene detalles muy buenos como el ajuste de la capucha (que se puede quitar si se quiere) o el bolsillo interior para el reproductor de música y pasador para los auriculares.,Abrigo ajustado y calentito,es,apparel
76617,es_0756943,product_es_0906064,reviewer_es_0327544,2,El articulo no esta bien descrito y puede llevar a engaño,Aventura,es,apparel
8325,es_0861225,product_es_0784813,reviewer_es_0069926,1,"Es super cutre, detrás tiene dos tiras para que hagas un nudo en la espalda y otro en el cuello, no es el diseño y estampado de la foto",Fatal,es,apparel
19651,es_0832259,product_es_0474338,reviewer_es_0401259,1,"Muy endebles sólo le han durado una semana. Tenía unas iguales de otro color de la misma marca que las perdimos eran muy buenas, por eso nos decidimos a comprar otras.",No resistentes a un Niño,es,apparel
153887,es_0327202,product_es_0065855,reviewer_es_0473505,4,Llegaron cuando ponia. Vienen 10 cintas de diferentes colores. Son muy bonitas y tamaño perfecto para mi hija de 8 años.,Buena calidad,es,apparel
2542,es_0313759,product_es_0725148,reviewer_es_0188188,1,"Doy una estrella por la respuesta rápida del vendedor. Esto es una responsabilidad no se si por parte de Amazon o el propio vendedor. He pagado el envío urgente....y el mismo día de recibirlo según el seguimiento del pedido me encuentro que hay problemas y se retrasa. Se solicita el reembolso del envío urgente me indican que la mitad me devolveran. No creo que vuelva a comprar, al menos a este vendedor. Ya veremos cuando lo recibo, si es que llega alguna vez.",La entrega urgente deja mucho que desear,es,apparel
30706,es_0667312,product_es_0650129,reviewer_es_0591292,1,Ni si quiera ha llegado,No llego,es,apparel
75537,es_0913294,product_es_0109738,reviewer_es_0411959,2,la tela es de muy mala calidad... es una tela áspera y el negro no es tan oscuro. Esperaba mucho más en la foto. Sin embargo lo uso para hacer ejercicio.,no es para salir!,es,apparel
61712,es_0693233,product_es_0728458,reviewer_es_0503330,2,"La cajita es original pero el contenido es un poco escasos, lo quería para un amigo invisible pero lo encuentro un poco cutre, yo me esperaba algo un poco más grande. La idea es original pero el producto es un poco escaso para lo que cuesta.",Original pero escaso,es,apparel
5972,es_0842499,product_es_0253776,reviewer_es_0737134,1,No he recibido producto ni aviso con fecha,No he recibido el producto ni me han abonado su coste muy decepcionado,es,apparel
11950,es_0645830,product_es_0830875,reviewer_es_0897557,1,"El aparato cumple mas o menos su función al generar presion inversa, pero esta se pierde fácilmente tanto por la valvula como por el sello que hace contacto con la piel.",Falla válvula,es,apparel
78342,es_0050163,product_es_0735803,reviewer_es_0237678,2,"Pensaba que por la marca que es tendría un poco más de calidad, es bastante fina y la parte del cuello a los hombros hace una forma que no acopla muy bien. Uso de camiseta interior.",Baja calidad,es,apparel
16497,es_0750254,product_es_0112806,reviewer_es_0642590,1,No me ha gustado este producto porque se ha roto la esquina de la funda en aproximadamente un mes. yo tenia un Apple que duro tres anos. precio este producto 13 euro y Apple 40 euro asi que me sale mucho mas caro este funda que Apple.,Mala calidad,es,apparel
170580,es_0590797,product_es_0341774,reviewer_es_0785106,5,Los tirantes son demasiado largos,Camiseta faja hombre,es,apparel
107987,es_0829002,product_es_0465338,reviewer_es_0332346,3,Práctico y utilitario,Cómodo,es,apparel
98021,es_0779962,product_es_0795611,reviewer_es_0053759,3,"Lo pedí una talla mayor por los comentarios y acerte, Calidad muy justa terminación muy mejorable, Relación calidad precio no le puedes pedir más.",Lo que puedes esperar,es,apparel
138971,es_0734721,product_es_0252994,reviewer_es_0028348,4,"Con Vans nunca fallas, me sigue encantando la calidad de la ropa y sale más barato por Amazon que por propia pagina web",Camiseta de verano,es,apparel
91912,es_0553740,product_es_0588705,reviewer_es_0796150,3,Para andar por casa está bien,Caliente,es,apparel
41818,es_0785454,product_es_0267629,reviewer_es_0190963,2,"El volumen es bajo, el resto por el precio pues bueno....",El sonido es bajo,es,apparel
184770,es_0152027,product_es_0055284,reviewer_es_0207843,5,Es muy bonita y elegante,La puntualidad de entrega y buen material,es,apparel
134239,es_0541439,product_es_0954099,reviewer_es_0636074,4,ha llegado antes es la talla,perfecto,es,apparel
9620,es_0015132,product_es_0999569,reviewer_es_0430869,1,"Un desastre de vendedor y de producto, algo más malo no existe y las tallas son enormes..., el servicio postventa un desastre, como quieras descambiarlo sale más barato comprar otro. Compra para nada recomendada y menos para gente q esta acostumbrada a usar buenas badanas.",NO COMPRAR,es,apparel
29712,es_0580772,product_es_0697693,reviewer_es_0537428,1,Otro engaño más. Ni sé dignaron en comprobar la talla que me mandaban. Un mes esperando para este timo. Me va a costar confiar otra vez en amazon,Ruben,es,apparel
69264,es_0973006,product_es_0506303,reviewer_es_0072004,2,Esperaba que fuera más grueso,Chaqueta,es,apparel
26364,es_0808920,product_es_0719694,reviewer_es_0607735,1,No es como parece en la foto,Talla muy grande,es,apparel
95500,es_0504181,product_es_0365831,reviewer_es_0530189,3,"La camisa me gusta pero es demasiado pequeña, no corresponde con la descripción del tallaje. Se debe comprar una talla más pues la camisa es de corte muy ajustado. Está fabricada en China.La tuve que devolver pues me apretaba por la barriga.Es para personas delgadas.",Pequeña,es,apparel
66372,es_0657493,product_es_0971681,reviewer_es_0010865,2,La verdad es que antes había tenido camisetas de esta marca y la verdad es que estas no tienen la calidad esperada..,No es lo que esperaba,es,apparel
54545,es_0615175,product_es_0173474,reviewer_es_0995617,2,El interior de la caja no es de muy buena calidad y la corbata se ve peor en realidad que en las fotos. El acero usado es de baja calidad. Solo vamos a dar uso al pañuelo.,Peor de lo que imaginaba,es,apparel
16915,es_0626976,product_es_0358960,reviewer_es_0006432,1,"Plazo de entrega bien como siempre, pero el color no tiene nada que ver con la foto no es lo que esperaba",Consu,es,apparel
73868,es_0129351,product_es_0972569,reviewer_es_0724037,2,"Valoración baja porque no se entiende que pidiendo dos unidades, que envían en el mismo sobre, cobren dos veces los gastos de envío.",Vale para lo que vale,es,apparel
163038,es_0190547,product_es_0368899,reviewer_es_0232323,5,Se los compré para mi mujer y me dice k son bastante buenos. Super cómodos. Por ahora solo los probó de manera esporádica ya que aún no hace tiempo para ponerlos todo el día. Buena compra,Super comodos,es,apparel
152419,es_0091993,product_es_0323744,reviewer_es_0967952,4,"Tal como pensaba, perfecto para los dias de frio, buen material y relacion calidad y precio aceptable,buena compra, recomendable .",Aceptable,es,apparel
101829,es_0710254,product_es_0429617,reviewer_es_0966521,3,"Me cogí la talla justa y quedan genial. Estoy encantada, no se arrugan y se quedan puestas en su sitio.",Talla exacta y producto genial,es,apparel
166967,es_0940355,product_es_0882386,reviewer_es_0472314,5,Viene. Muy bie. Tanto en talla como el color muy aconsejable,Viene perfe ta de talla y color,es,apparel
144393,es_0553366,product_es_0810134,reviewer_es_0756552,4,"El producto parece de calidad solo que la talla es muy pequeña, pedí una L y es como una S.",Camiseta,es,apparel
150712,es_0164258,product_es_0123129,reviewer_es_0855981,4,"Es bonita la funda y ha gustado mucho a todo el mundo, pero para el uso del día dia, quizás resbale un poco al sujetarla, sobre todo para escribir. También la recibí en el tiempo acordado.",Me ha gustado el color.,es,apparel
180818,es_0445747,product_es_0153363,reviewer_es_0669161,5,"Buen tacto. La talla correcta. En la foto parece más rosa, pero es blanco y marrón",Correcto,es,apparel
11288,es_0035453,product_es_0950338,reviewer_es_0298235,1,"Pésima calidad de la tela, las medidas no coinciden, por muy barato que sea, es tirar el dinero. No lo compres",Rosa,es,apparel
42215,es_0432753,product_es_0518847,reviewer_es_0788792,2,"PEQUEÑO PARA EL TALLE, CORTE RIDICULO COLOR FEO, CLARAMENTE NO ES ORIGINAL, NO ES UN LEVIS, PARECE DE LOS CHINOS CON ETIQUETA DE LEVIS, NO ES EL MODELO ( LO CONOZCO EL DE LEVIS COMPRADO EN TIENDA FISICA) LO DEVOLVI.",NO ES ORIGINAL,es,apparel
58706,es_0650673,product_es_0238111,reviewer_es_0410651,2,"La calidad es buena, pero el ajuste es malo. Las bandas laterales son gruesas y quedan despegadas de la cabeza, por mucho que ajustes la hebilla. No la volvería a comprar, ni la recomiendo.","Buen material, mal ajuste",es,apparel
33293,es_0177813,product_es_0430475,reviewer_es_0261007,1,"Parecen cómodas pero me ha llegado una de cada talla. Una más pequeña que la otra. Para un 42, una me iba muy justa y la otra no entraba. Las he devuelto",Llegaron con diferentes tamaños,es,apparel
70067,es_0555581,product_es_0509964,reviewer_es_0326031,2,"Para lo que valen estan mal cosidas por los pies, eso se puede romper wn cualquier momento, y no me a gustado nada que un carton estuviese dentro de una media porque asi se presta, aun no me las e probado pero se ven bien, y estaban bien empaquetadas",Los pies mal cosidos,es,apparel
99763,es_0565080,product_es_0689502,reviewer_es_0496730,3,"Tela bastante mala, fina...pero esta claro que por el precio que tiene no esperaba mucho más. El cinturón es para tirarlo directamente.",Cutrecillo pero ponible.,es,apparel
97833,es_0626902,product_es_0779249,reviewer_es_0335629,3,"Por lo que cuestan no se puede pedir más. Se me rallaron enseguida, pero para bajar a la playa me valen",Sencillas,es,apparel
59607,es_0769498,product_es_0211506,reviewer_es_0617566,2,"lo devolví porque la hebilla es muy grande para mi gusto, no me parecía tanto en la foto, pero al probarlo me resultaba molesto al sentarme, por lo demás se ve de buena calidad y es de piel.",hebilla muy grande,es,apparel
158005,es_0919953,product_es_0271092,reviewer_es_0647658,4,"Muy buena carcasa protege bien el teléfono la pega que le veo esque es un poco resbaladiza,por lo demás muy contenta",Buen producto,es,apparel
83040,es_0148762,product_es_0525422,reviewer_es_0768113,3,lo pedi para que le quedase un poco grande y le quedaba peueño pero me lo cambiaron sin ningún problema,la talla som pequeñas,es,apparel
165340,es_0575788,product_es_0189731,reviewer_es_0274796,5,Cumple con la calidad... Lo recomiendo.,Buena compra,es,apparel
28004,es_0072522,product_es_0414514,reviewer_es_0456920,1,He pedido la pajarita y pañuelo fucsia y me han enviado el morado. Incluyo una foto sobre una camiseta rosa para que se aprecie mejor.,Color diferente al solicitado,es,apparel
192982,es_0607859,product_es_0108279,reviewer_es_0745840,5,Diversidad de colores,Buen producto y rápida entrega,es,apparel
129879,es_0389590,product_es_0735302,reviewer_es_0048253,4,Todo correcto y se ajusta a la descripcion del producto,Relacion precio calidad,es,apparel
75179,es_0041916,product_es_0296009,reviewer_es_0740998,2,"De estética están bien, pero solo es eso... Las limpie el otro día y una de las láminas se salió de las guías de la lente y no ha habido manera de volver a ponerlas correctamente....",Me han defraudado.,es,apparel
77045,es_0176810,product_es_0309134,reviewer_es_0838821,2,Pedí un pack de la talla M pero uno de ellos era de la talla S. Una molestia absolutamente innecesaria.,Uno de los slips del pack era de otra talla,es,apparel
101090,es_0374404,product_es_0875341,reviewer_es_0678023,3,Todo ok por el precio,Aceptable,es,apparel
63918,es_0966059,product_es_0888043,reviewer_es_0589426,2,Un poco cutre el grabado de Harley,No es lo que esperaba,es,apparel
33034,es_0125889,product_es_0440597,reviewer_es_0779278,1,"Muy grande para la talla que pedi, de calidad malísima no es lo que parece en la foto",No la recomiendo,es,apparel
76000,es_0577814,product_es_0603836,reviewer_es_0572252,2,"Son un poco pequeñas, me hacen un efecto raro en la visión.",Pequeñas calidad dudosa,es,apparel
34213,es_0006646,product_es_0187828,reviewer_es_0564255,1,"Lo pedí el 17 de junio, estamos a 26 de julio y no me ha llegado, al igual me lo puedo poner para diciembre.... He pedido que me devuelvan el dinero pero ni dinero ni pedido.",Desastre,es,apparel
77863,es_0043915,product_es_0729960,reviewer_es_0110988,2,"Creo q da un talla mas de la q es, de todas formas la devolvimos pq la tela era muy fina.",La devolvi pq la tela me parecio muy fina,es,apparel
115338,es_0666299,product_es_0489204,reviewer_es_0810714,3,Muy cómodas y discretas pero se rompen muy facilmente.,Recomiendo,es,apparel
100979,es_0218249,product_es_0069730,reviewer_es_0298112,3,Cinturón normal. Hace su función y costó poco,Bien,es,apparel
23022,es_0060171,product_es_0972977,reviewer_es_0953220,1,"Nunca me han llegado estuve esperando dos meses y se han perdido por el camino, no me atrevo a comprarlas otra vez pero el vendedor me a reembolsado el dinero y siempre he tenido respuesta y nunca me ha puesto ninguna pega.",Se a perdido por el camino,es,apparel
36203,es_0034111,product_es_0616482,reviewer_es_0175426,1,La caja venía abierta y uno de los calzoncillos mal doblado y con una mancha. Parecía como si alguien se lo hubiese probado. Bastante desagradable y poco serio.,Mercancía usada?,es,apparel
194681,es_0636795,product_es_0240996,reviewer_es_0823407,5,Mi mujer encantada le gustó mucho,Satisfecho,es,apparel
119849,es_0997540,product_es_0710138,reviewer_es_0298065,3,"Están bien, pero la tela es más fina de lo que esperaba. No obstante,no edtan mal y por ese precio,menos",Precio,es,apparel
73690,es_0471605,product_es_0208881,reviewer_es_0604082,2,"Los tornillos posteriores sobresalen demasiado, pueden rayar la lente!",Pueden rayar la lente.,es,apparel
52051,es_0707436,product_es_0952666,reviewer_es_0479403,2,La verdad es que mucho no me gusta. Aún no lo he estrenado porque no me gusta como queda. Seguramente es que yo no tengo el Cuerpo de la modelo de la foto,Defraudada,es,apparel
174359,es_0917888,product_es_0620040,reviewer_es_0574208,5,"Se incluyen 2 mallas. Una en color negro y la otra en color morado. La talla es única, yo uso una 42 me quedan perfectas. Son ideales para el invierno, ya que por dentro son de forro polar que las hacen super calentitas y suaves.",Muy calentitas !!,es,apparel
77364,es_0990712,product_es_0826353,reviewer_es_0602300,2,"El tejido se transparenta bastante y aunque parezcan elásticos no lo son, una vez me los he puesto y no más... Dinero malgastado.",Malgasto,es,apparel
124013,es_0586952,product_es_0164398,reviewer_es_0568681,4,"funda de buena calidad, cumple las expectativas",cumple expectativas,es,apparel
